id,selected,part_of_speech,tags,english,chinese,norwegian_base,verb_present_tense,verb_past_tense,verb_imperative,noun_plural,noun_singular_definite,noun_plural_definite,adjective_neuter_form,adjective_plural_form,adjective_comparative,adjective_superlative_indefinite,adjective_superlative_definite,adverb_comparative,adverb_superlative
wb_9b0a2b2c29c7d832916053fb8b64b5c5c28fc8a400712cfd5ab30fbfda8bc7e1,true,verb,,constitute,构成,utgjøre,utgjør,utgjøret,utgjøre,,,,,,,,,,
wb_656562bc337b8f1165218f18320fbea5efcbd4b1fdbd6fbabf00d2503611fb24,true,verb,,decipher,破译,tyde,tyder,tydet,tyde,,,,,,,,,,
wb_79c1946e7ee0c00b80d87a19e2110b505dc0a63f03ae57e7c5f747a38b0ebe63,true,verb,,had to,不得不,måtte,må,måttet,måtte,,,,,,,,,,
wb_f64853f551e778ae5301f06ed2f0e738076bf83d64213de8ea5efb78e3b776ca,true,verb,,expect,期待,forvente,forventer,forventet,forvente,,,,,,,,,,
wb_0abc8c7b0d03e35efd732d6763f519a7831f750f77ba5db7bd2a90c9a2fa906d,true,verb,,correct,正确,rette,retter,rettet,rette,,,,,,,,,,
wb_127f4fd32cccab71f045226bf2815a60c9db31436d112cb608febd3509b94537,true,verb,,carry on,继续,videreføre,viderefører,videreføret,videreføre,,,,,,,,,,
wb_8a123c60afa780c1f047a12c613aefd91cd1a77361d4ba5b7805d19c0b56917b,true,verb,,test,测试,teste,tester,testet,teste,,,,,,,,,,
wb_9792f12e0a65f790fa30813f116fc6f79f7d6a5d2c10d2c3c1b0155db8d8684c,true,verb,,drink,喝,drikke,drikker,drikket,drikke,,,,,,,,,,
wb_c796d896a99d348f694daa7d48cc6be19f0b3b66ff53aa53a304558b53c4b2e3,true,verb,,place,地方,plassere,plasserer,plasseret,plassere,,,,,,,,,,
wb_7cd7c5146b49c1454930f7f376ccd622c43d05a4bc3709028a797b419f606ade,true,verb,,impress,留下深刻印象,prege,preger,preget,prege,,,,,,,,,,
wb_fa0ee43084560ac8be9e07cb99d014dd1be50202ee8030a9140902d4ef91ddcb,true,verb,,check,检查,sjekke,sjekker,sjekket,sjekke,,,,,,,,,,
wb_b8c2978d51b849f42b29bc10089c17abfae4edeb69e1a172b6ffad6fbb7e3dd6,true,verb,,hinder,阻碍,hindre,hindrer,hindret,hindre,,,,,,,,,,
wb_2d65bf56c4ecb6cb5ce78554962ae025bba51265e81c9424f3b6cda9fa7b4465,true,verb,,point out,指出,påpeke,påpeker,påpeket,påpeke,,,,,,,,,,
wb_6800190f7f6dfab123f27f986c8527556da479320e7fe2787115e6a8fccf3eed,true,verb,,leave,离开,forlate,forlater,forlatet,forlate,,,,,,,,,,
wb_9be8ae5b110be1984409bbb7d3c574d611aa0e3d388986d4fec8abbb4aaeb7db,true,verb,,assume,假设,anta,antar,antaet,anta,,,,,,,,,,
wb_6e23f96614e35c4b50a20d85e0a0b74cdda8cb150474e20001ac468685bb70be,true,verb,,weaken,削弱,svekke,svekker,svekket,svekke,,,,,,,,,,
wb_3d73349b00c3669960c6eb93632d0f8336d896476552b8371b97b894162a7928,true,verb,,missing,失踪,mangle,mangler,manglet,mangle,,,,,,,,,,
wb_3ab2070e2713aa7c08084c16768d0df3f927216f597a9eee02dceb9842165239,true,verb,,fly,飞,fly,flyr,flyet,fly,,,,,,,,,,
wb_53a256dd0100864a54230788e1262177804bdc88a21b2d66a9d203523e401a0b,true,verb,,take over,接管,overta,overtar,overtaet,overta,,,,,,,,,,
wb_a7f5af58a521ae10fcae1bc297fe2b263be40f0c6bf33e2d0a7e3eb12cc1f57a,true,verb,,exchange,交换,bytte,bytter,byttet,bytte,,,,,,,,,,
wb_b949f50f06a3ced859643e98d5df3ee0a7bb567f8f9c04ac64a215bd454fcd6c,true,verb,,inform,通知,opplyse,opplyser,opplyset,opplyse,,,,,,,,,,
wb_b1fc495d97b8df2d6fa33f89e338df18e976bb3b5ba7d9bbcb12b21098b8d50c,true,verb,,produce,生产,produsere,produserer,produseret,produsere,,,,,,,,,,
wb_fa9204b3cc1475a8c4afa98c7c48cf65faaa85b2d2e7098882499375b64c3bcb,true,verb,,promise,承诺,løfte,løfter,løftet,løfte,,,,,,,,,,
wb_d8ebfd1aa0ff1220f5d8b4b86c54cfb224d8c5cc1e6ca75d221ccb8d2188b74e,true,verb,,memory,记忆,minne,minner,minnet,minne,,,,,,,,,,
wb_ee2946deee173de0b8bf13531307957b4261db00cb30ea9dcae48c855c1805b8,true,verb,,apprehend,逮捕,pågripe,pågriper,pågripet,pågripe,,,,,,,,,,
wb_b2b9e587641a2f79fe839039cb1d563f7d25572379eebe8f2e43a955fd139983,true,verb,,succeed,成功,lykkes,lykkes,lykkeset,lykkes,,,,,,,,,,
wb_131e11c9e446f694e62f767c63fd4d0b2b4ec0451be968ab4cb2b01fd92d901a,true,verb,,take care of,照顾,ivareta,ivaretar,ivaretaet,ivareta,,,,,,,,,,
wb_519a3758f2eddba649de9739849ab9e82d573511569be1735fc897ddbd337e52,true,verb,,allow,允许,tillate,tillater,tillatet,tillate,,,,,,,,,,
wb_dfb82c4b8181a74c34db2b0b2fccb68991ca8ebeb51cea784b60796fd60d31e6,true,verb,,shift,转变,skifte,skifter,skiftet,skifte,,,,,,,,,,
wb_26277cc38fdea669b31a0cc61f5929e5861ad84d466fec688b565f1ef4c97430,true,verb,,dance,跳舞,danse,danser,danset,danse,,,,,,,,,,
wb_8b0a22cb533cef8d53c8c5c6f04535be7bcf440a86eb3321d1e5c4441801c96a,true,verb,,find,找到,befinne,befinner,befinnet,befinne,,,,,,,,,,
wb_ffd04b4bd1872fea68c1e8c4d360ec48206bb939074b9e551ea339c7e2bfd1ce,true,verb,,wake up,醒来,vekke,vekker,vekket,vekke,,,,,,,,,,
wb_dcc701799ad6b9970aad9959e2b1fc30aa7e0f1cb121067b87e08933dca4136c,true,verb,,admit,承认,innrømme,innrømmer,innrømmet,innrømme,,,,,,,,,,
wb_95f57cf89aa4fb338f79ec739100d028a14fdecfc861f58550efc6f3f5ce4825,true,verb,,discover,发现,oppdage,oppdager,oppdaget,oppdage,,,,,,,,,,
wb_7ffb66e913c6bb3ca70b5ac45bf362d94c79841331124f3fccd2331694ed73e9,true,verb,,appear,出现,fremstå,fremstår,fremstået,fremstå,,,,,,,,,,
wb_fbdb8062fe48671dc9b3917fce486e856800feb6306cca2a74a663f346e68abf,true,verb,,run,跑,løpe,løper,løpet,løpe,,,,,,,,,,
wb_06685330d58e6597c9968f8f39116080a7f07db938a081c0262be25a1ffba07b,true,verb,,shout,喊,rope,roper,ropet,rope,,,,,,,,,,
wb_eed34f82dc4354960d7c4fc68af2e58d98dc0816cdb8f5230e8ee9b09af249d2,true,verb,,doll,娃娃,dukke,dukker,dukket,dukke,,,,,,,,,,
wb_aaa6f27b3232ea8f644bd3b9feab31acbee7881937c32597d69de9ad641390d0,true,verb,,perceive,感知,oppfatte,oppfatter,oppfattet,oppfatte,,,,,,,,,,
wb_19a41450ad4bc12d44b377b9abba49518c5ee12a8b8ec2db2d9ed0ab5c41b47a,true,verb,,obtain,获得,skaffe,skaffer,skaffet,skaffe,,,,,,,,,,
wb_7979ffad2c28558b86f91ed578afc06e8ec78f52bf24c9947e66466a9e27fec3,true,verb,,is due,到期了,skyldes,skyldes,skyldeset,skyldes,,,,,,,,,,
wb_2ee92028ea5c2d5aff60fc9d036b1266cf0317d4dbf62d52d6bbdb23d6391719,true,verb,,contain,包含,inneholde,inneholder,inneholdet,inneholde,,,,,,,,,,
wb_35ffd64822e51781a7bffd0888c0179a898036d8a234055d8483c6794e7f1a0b,true,verb,,close,关闭,stenge,stenger,stenget,stenge,,,,,,,,,,
wb_ce9771657cc6c0936a1f33c5fcb90399558522f43b485e0c464d94c31d8f4f42,true,verb,,suffer,受苦,lide,lider,lidet,lide,,,,,,,,,,
wb_9cfdc5adef0a5686b8467898fc194fe26af4052f540a5325aaefbabae7395c35,true,verb,,lazy,懒惰,late,later,latet,late,,,,,,,,,,
wb_d0f7c41cb142abcfb343750380f4f7964f566a2d73311d3a0541b1281eb6fc49,true,verb,,utilize,利用,benytte,benytter,benyttet,benytte,,,,,,,,,,
wb_d65faeba70ef1c62e56666eca59b8eb722a31b6c64057b6dfaa0124184ddecca,true,verb,,stab,刺,stikke,stikker,stikket,stikke,,,,,,,,,,
wb_202475023ab39bf127dafaae8a64ae00a2a1fe537b7ea04f3685cc7c4090f264,true,verb,,avoid,避免,unngå,unngår,unngået,unngå,,,,,,,,,,
wb_fdd82c550616a5fc8c9c8655f991ed8cd42b0df512a1ac494f28fdd37a700509,true,verb,,turn,转,dreie,dreier,dreiet,dreie,,,,,,,,,,
wb_a32ba7ceddfcb98be139846cbaf1a9f2c34ed9a8465edee4b2ff0b5bf56645d5,true,verb,,present,现在,presentere,presenterer,presenteret,presentere,,,,,,,,,,
wb_1c1ef6364d223be5cb6971cdd45b5d8974325499461006989bb21d6b3c8b915d,true,verb,,consider,考虑,anse,anser,anset,anse,,,,,,,,,,
wb_b9ea867d133e747bcf81e5339f0ee7049d4c4b0df03beec8c1f5f845b4c7ad20,true,verb,,represent,代表,representere,representerer,representeret,representere,,,,,,,,,,
wb_e773237a7d1a4dd1948f8c901a107f6c6bd8a8addc237f0c7db7384903af5f1b,true,verb,,threat,威胁,true,truer,truet,true,,,,,,,,,,
wb_0f16a07f0b93cdd430621f19de80f8c5ce9e10910861e741409a0ecb9aa845e4,true,verb,,force,力,tvinge,tvinger,tvinget,tvinge,,,,,,,,,,
wb_ec81f2f385795cd34abb0eb363c94283a487a5e47a221c6714b91279a0326cf5,true,verb,,pass,通过,bestå,består,bestået,bestå,,,,,,,,,,
wb_d6bc7f29a283f6550d8eccd370a410afc4e6adf473103bf899446769bd123f9c,true,verb,,survive,生存,overleve,overlever,overlevet,overleve,,,,,,,,,,
wb_d3077fbe38b24a8fe799e0b08b4ecc506f1c56a8274161fb83ac8b37528640e5,true,verb,,enter into,进入,inngå,inngår,inngået,inngå,,,,,,,,,,
wb_8c9f2b57461e4c4f411970f6e59dec097bab75f318284d55cdb26a2b86b77c92,true,verb,,accept,接受,akseptere,aksepterer,aksepteret,akseptere,,,,,,,,,,
wb_78e4c9f82c8ab79786b0fbaf040ae5d0a594c4af3ee1dd1fd33d35af2b619909,true,verb,,turn around,转身,snu,snur,snuet,snu,,,,,,,,,,
wb_c2aca627ecd642e03fdc166009e868fb215dc4c2a60d41af7f7e7a26eb5d6f94,true,verb,,perform,执行,utføre,utfører,utføret,utføre,,,,,,,,,,
wb_1fdc1fc69b123c615829dc698a3da5b82603fc770da910204064e52fb7a65199,true,verb,,relationship,关系,forholde,forholder,forholdet,forholde,,,,,,,,,,
wb_0a0e864d9e801fd1048bf24c79508f7bc379428e85565adf29d34da7fe9d6321,true,verb,,reject,拒绝,avvise,avviser,avviset,avvise,,,,,,,,,,
wb_e4134939f153a5d069d969cefdf58ba7f8d4ad52c279e40903f583b7246d7173,true,verb,,score,分数,score,scorer,scoret,score,,,,,,,,,,
wb_cd07b65810440a23ad08332491d7e97ac979644d7a2cb21367e1e3c7ef01c265,true,verb,,achieve,达到,oppnå,oppnår,oppnået,oppnå,,,,,,,,,,
wb_ef02150d002e98818b885c33a793eee85dfa92b334b2201d8f2a389a39873e14,true,verb,,destroy,摧毁,ødelegge,ødelegger,ødelegget,ødelegge,,,,,,,,,,
wb_079c7368050da08e4cb39a834db819c65efc574ec4ad1961bb8e2fa95ebbbdf2,true,verb,,urge,敦促,oppfordre,oppfordrer,oppfordret,oppfordre,,,,,,,,,,
wb_c1f2a21ce0afb05dda605e1ec6921ddaef5ca781c4649e7119a53c3da289772c,true,verb,,criticize,批评,kritisere,kritiserer,kritiseret,kritisere,,,,,,,,,,
wb_72edba142d6d1b65b197e06090af7b173cacbeecd23edc8841ef768561ad7d4e,true,verb,,cover,封面,dekke,dekker,dekket,dekke,,,,,,,,,,
wb_1d13ca479c6b2f945a3c28bf1b0ec57a3b1083132f8b47c621b720b85b362859,true,verb,,offer,报价,tilby,tilbyr,tilbyet,tilby,,,,,,,,,,
wb_099b566e5ad234de87ebef87a61842d711d1aba8823391d74300043e181e913b,true,verb,,mention,提及,omtale,omtaler,omtalet,omtale,,,,,,,,,,
wb_680941abcae357134fc3001b38e480f99b0d36ddb86a4ae14681468cfd9baaec,true,verb,,create,创造,opprette,oppretter,opprettet,opprette,,,,,,,,,,
wb_a2f75acc156c256bff08f1921d782d7059f4babe0ff7b62a27776409b1df0e83,true,verb,,sing,唱歌,synge,synger,synget,synge,,,,,,,,,,
wb_fa2016eb99054e93d8db3549d6ffdd7ef0ad21137a05dc552e737d2dc0e2cc15,true,verb,,turn,转,vende,vender,vendet,vende,,,,,,,,,,
wb_b34c4219ac3d4ab6033b6da0287e4bdb480696e4aca8414d524f689525af75dd,true,verb,,fulfill,履行,oppfylle,oppfyller,oppfyllet,oppfylle,,,,,,,,,,
wb_3aa0e77fccf6fdc0b6dce59d6974768d209c08c6b5bde930cf814d19a5dcf58f,true,verb,,transfer,转移,overføre,overfører,overføret,overføre,,,,,,,,,,
wb_e5a4249f6464b5770cbb24af0c0179716c1d3c4c5899c50e161ecb55761f90e9,true,verb,,belong to,属于,tilhøre,tilhører,tilhøret,tilhøre,,,,,,,,,,
wb_0878689f274002e876053cedeb4dbabcf51fe0630a42ca6e23f814f47a42826e,true,verb,,plan,计划,planlegge,planlegger,planlegget,planlegge,,,,,,,,,,
wb_cd08fdae14c08b364f2d1e5ed5a303a00285295351656805ab3b94c854be3a93,true,verb,,clear,清晰,rydde,rydder,ryddet,rydde,,,,,,,,,,
wb_80a66b3251cb4aee0d333b1d2cbec8459e6fb1cdc29e7b955837a35fa261f82a,true,verb,,prioritize,优先考虑,prioritere,prioriterer,prioriteret,prioritere,,,,,,,,,,
wb_04bc764a9a4efa80930470b14685220b5f37b1bf809f5a5d6470b155177b47e4,true,verb,,conclude,得出结论,konkludere,konkluderer,konkluderet,konkludere,,,,,,,,,,
wb_5380158e07f4c08fba20eaae24bb04d4607e4958a3d1d623ffc3fdf4fef32247,true,verb,,celebrate,庆祝,feire,feirer,feiret,feire,,,,,,,,,,
wb_9fd574b4491678feec0c2ffa583d7b30b634f4f49bf120f4878f91cd21a20627,true,verb,,port,港口,havne,havner,havnet,havne,,,,,,,,,,
wb_9f6a637774791487ba546c228a3cdbfd8444d6f09042cba8f9666b00fb18dd9a,true,verb,,wake up,醒来,våkne,våkner,våknet,våkne,,,,,,,,,,
wb_b328f4a6e4be825b892064017610a67446f6a461a4542b8be4d23811195a4af1,true,verb,,burn,烧伤,brenne,brenner,brennet,brenne,,,,,,,,,,
wb_ffabf9240ebf470fe6a11546a30a48c6986feb8f1d6907ab399c96357c6f3020,true,verb,,steal,偷,stjele,stjeler,stjelet,stjele,,,,,,,,,,
wb_2477e0cc7aeaec00384499cd6f3cad55619ca5e56eaea01c81b9d3348697e036,true,verb,,focus,焦点,fokusere,fokuserer,fokuseret,fokusere,,,,,,,,,,
wb_d15c8e41e13df9a87108d3721f5fd74d76bf0ee85514ae4af302cba2b47abb49,true,verb,,dry,干,tørre,tørrer,tørret,tørre,,,,,,,,,,
wb_47c43697f7466b214f5244f15b296e4f0fbd5527df168fd976903d5f92c31964,true,verb,,meet,见面,møtes,møtes,møteset,møtes,,,,,,,,,,
wb_110247c3043013d26fe90ff5a46dc9ae8d5692c91a28e8e45da191914aac2853,true,verb,,hide,隐藏,skjule,skjuler,skjulet,skjule,,,,,,,,,,
wb_84db875cf7e8929e48821da7ad21f6ac22d120b8e898253b7dc3bf63426ba40a,true,verb,,convey,传达,formidle,formidler,formidlet,formidle,,,,,,,,,,
wb_cefe10a1651e28ad8991b3fac9c6cfc46b791259b38d94e51a1950223953e555,true,verb,,solve,解决,løse,løser,løset,løse,,,,,,,,,,
wb_2ef00b19eda037f6495d4ddc9cd07cc5aedfa1ca939d7bc026442366614ab9db,true,verb,,cancel,取消,oppheve,opphever,opphevet,oppheve,,,,,,,,,,
wb_32d4079be386ba8d0da5bf940d27aba82fefe3f468cfdd50ef154b0fefc1ce1b,true,verb,,interview,采访,intervjue,intervjuer,intervjuet,intervjue,,,,,,,,,,
wb_fc8ebfc3ab012d3143493bfc4a0c91cfebf005cc233af6e8b40b3bae29dd1447,true,verb,,draw,画,tegne,tegner,tegnet,tegne,,,,,,,,,,
wb_9c51cbfa2f08beb0aa0a9bce795a95ac9e0529e5c0fcf9ac5f47d1b5dbb3e20a,true,verb,,include,包括,omfatte,omfatter,omfattet,omfatte,,,,,,,,,,
wb_b1557fe22a67af92d09ac02740a557df04f8bb9f24778bdfbc6f8757978f2fec,true,verb,,prepare,准备,forberede,forbereder,forberedet,forberede,,,,,,,,,,
wb_134bc384e28d02b5f187fae846130a4a8727f65c6d47dd3b201dece30d57aea3,true,verb,,touch,触摸,berøre,berører,berøret,berøre,,,,,,,,,,
wb_7e00a80a75f6cae5d1a98cfd311fa49fc0b8602427b16c4cb49c1ecb444145b5,true,verb,,register,注册,registrere,registrerer,registreret,registrere,,,,,,,,,,
wb_bb734ac7131ce17de066619eedb9745c87b0ccf89cefd8cb4e480843b1d747f0,true,verb,,blow,吹,blåse,blåser,blåset,blåse,,,,,,,,,,
wb_c921b205073a1f05b2b9d194afeafdc3fe11e46bfcedc41e02c9572da1777f58,true,verb,,defend,捍卫,forsvare,forsvarer,forsvaret,forsvare,,,,,,,,,,
wb_51d0514a358b1a2dd6c742fc7b20881cdebcabd08a4c4c024c80a35773f7b112,true,verb,,express,快递,uttrykke,uttrykker,uttrykket,uttrykke,,,,,,,,,,
wb_f2628a065d7918753f978fa35d054eafdb085816f0a73432303214edf16eb875,true,verb,,stop,停止,stanse,stanser,stanset,stanse,,,,,,,,,,
wb_8e4aa84d7fd94018a0bac88bcaeeacbc48bec250f32470adcab3eafdfbb54f5c,true,verb,,bring,带,bringe,bringer,bringet,bringe,,,,,,,,,,
wb_fa42f92923d583dc689e3c6030e7f5d2435e60924e0f9aac3f90b2975e0ebec6,true,verb,,replace,替换,erstatte,erstatter,erstattet,erstatte,,,,,,,,,,
wb_2733e21c44d15058412a09593630c51d70451ea90a095275a5e59faeab116b32,true,verb,,finance,金融,finansiere,finansierer,finansieret,finansiere,,,,,,,,,,
wb_8d3314d791fa6e425ba27f82e558a2dd6edae88e95f7343e863a1dcf85bc01a5,true,verb,,is heard,被听到,høres,høres,høreset,høres,,,,,,,,,,
wb_3fdb49bb0515f6417695be92d837462cf3d7983201701a7bf01bd682f59d9cba,true,verb,,acknowledge,承认,erkjenne,erkjenner,erkjennet,erkjenne,,,,,,,,,,
wb_40950025bd64a14d4be4c40716416361100b425f274c0d1833c1b7d0331755e4,true,verb,,determine,确定,fastslå,fastslår,fastslået,fastslå,,,,,,,,,,
wb_06cd09798bd90711e2df8f375960ee27bed4b443a689ee5131aaf3a410709ed1,true,verb,,protect,保护,beskytte,beskytter,beskyttet,beskytte,,,,,,,,,,
wb_3222ea30528dd41f18cecd243c356dbd2439edd5b63cba6f28f33645dad45a35,true,verb,,combat,战斗,bekjempe,bekjemper,bekjempet,bekjempe,,,,,,,,,,
wb_9e0efcc0f51860a2a55c4ce4baa8e2383efd2abcea869e1a5d454f948286ac2e,true,verb,,compare,比较,sammenligne,sammenligner,sammenlignet,sammenligne,,,,,,,,,,
wb_006503b003ccc989b631ea164a585b8cdb2ba04a78eefe543237fd66218a3047,true,verb,,store,节省,lagre,lagrer,lagret,lagre,,,,,,,,,,
wb_e29b2b297baa8b9601f6baa3c341872081c18e42074c5e51303031d338e66c42,true,verb,,save,保存,spare,sparer,sparet,spare,,,,,,,,,,
wb_250359fd50f548e024810dd3c1166bc4dbc8cbcdb74b98f01d92f0c22fa519bb,true,verb,,comment,评论,kommentere,kommenterer,kommenteret,kommentere,,,,,,,,,,
wb_4d337b7ef7324354bd2565a137131731218ee57a96c619cb59611a00db17c67a,true,verb,,measure,测量,måle,måler,målet,måle,,,,,,,,,,
wb_082429a18e9650d079f80da53d3149548260adac03caaf6b5d74a2b99d0e40d4,true,adjective,,a lot,很多,mye,,,,,,,mye,mye,myere,myest,den myeste,,
wb_74c73c1bd90b81c086f4d88efd37ee97d68950b3f45e66cb89a1caa7fea294dd,true,adjective,,many,许多,mange,,,,,,,mange,mange,mangere,mangest,den mangeste,,
wb_91e4f90eddc2a027a21fe5068e12911b06a3124e4c3d8b5696b8db1779f0b09b,true,adjective,,good,好,god,,,,,,,godt,gode,godere,godest,den godeste,,
wb_089af5e8b74b9c20338528b41a7e4ac3e57aa537c888b4b2e4d28d299c4b7ad5,true,adjective,duolingo,large,大,stor,,,,,,,stort,store,storere,storest,den storeste,,
wb_afcfdfc04928f7a192a7cd690fc538a0a2afbf6fb8d7926d977316bf9172131f,true,adjective,,new,新的,ny,,,,,,,nyt,nye,nyere,nyest,den nyeste,,
wb_5d13d3559eff426f643c477896cd3f913e3715363cb3052df9f3e7e8269d6485,true,adjective,,Norwegian,挪威语,norsk,,,,,,,norskt,norske,norskere,norskest,den norskeste,,
wb_d468871654757c608dae62b9ebb778547330bb5af33e7fe34f83e4caafdbd8ec,true,adjective,,whole,整体,hel,,,,,,,helt,hele,helere,helest,den heleste,,
wb_a70f7f23113739f7f2672ca9442538f18322e2885f9edef85c7ed5c0c27cb1d2,true,adjective,,small,小,liten,,,,,,,litent,litene,litenere,litenest,den liteneste,,
wb_22a52652a155d1fd565ad515d069687e949b368cd4b242b58e77392039684a25,true,adjective,,first,首先,første,,,,,,,første,første,førstere,førstest,den førsteste,,
wb_bb8d7a2620435e934757f6e83a3b648f3f9ec08715975be75916440190dad142,true,adjective,,long,长,lang,,,,,,,langt,lange,langere,langest,den langeste,,
wb_5baa8bf86495931389ad9dae84fabcfa327770e30e412c88db53f13343cc5779,true,adjective,duolingo,important,重要的,viktig,,,,,,,viktigt,viktige,viktigere,viktigest,den viktigeste,,
wb_8e7fbcef774264c01476d26968c36a21ea2e92de5824a592e83cbe9a9e54b4dc,true,adjective,,last,最后,sist,,,,,,,sist,siste,sistere,sistest,den sisteste,,
wb_80749cd79317f3a167f17fed96d84ced5053afaba1951305a0dbb844ed6623dd,true,adjective,,a little,一点,litt,,,,,,,litt,litte,littere,littest,den litteste,,
wb_5a218d35b11a20cd9443c65b900c1810201d473f539dd741c8e3f54c6ddc8928,true,adjective,,strong,强,sterk,,,,,,,sterkt,sterke,sterkere,sterkest,den sterkeste,,
wb_262ae405928ad9354b723b1fbe7bd4bb162ed0ef8c6b2f696e6e62048f7d6407,true,adjective,,early,早,tidlig,,,,,,,tidligt,tidlige,tidligere,tidligest,den tidligeste,,
wb_5e07974cff7b7a0faf4b6e20aef8cd3b60c254ff85a4d75ae2bc8718832dcad3,true,adjective,,political,政治的,politisk,,,,,,,politiskt,politiske,politiskere,politiskest,den politiskeste,,
wb_4129e293ddfddd5338033badab92602a781e4d4514891619659744e17875c568,true,adjective,,ready,准备好了,klar,,,,,,,klart,klare,klarere,klarest,den klareste,,
wb_7fc1adba30f6f9e33a901984474a89870b9e648a31faa34b221cc81b1e7f6120,true,adjective,,for a long time,很长一段时间,lenge,,,,,,,lenge,lenge,lengere,lengest,den lengeste,,
wb_22803e11c4062e90ba642238864dda5d2a51d629355d92ecdafa71001a209ac9,true,adjective,,old,老,gammel,,,,,,,gammelt,gammele,gammelere,gammelest,den gammeleste,,
wb_5c3b7c403b40997e6c7d5824724505f6ef23961ef84167e9fcca970f20b1d2c4,true,adjective,,high,高,høy,,,,,,,høyt,høye,høyere,høyest,den høyeste,,
wb_d4b3a31e10c32eac01d30a3dcf0140b57bd64ed814c1e5535b110094a24edf4f,true,adjective,,public,公开的,offentlig,,,,,,,offentligt,offentlige,offentligere,offentligest,den offentligeste,,
wb_691e6f4d1c0ae50f558cc54f06659fbff07625387f24272a83595c1edff1ac6d,true,adjective,,difficult,困难,vanskelig,,,,,,,vanskeligt,vanskelige,vanskeligere,vanskeligest,den vanskeligeste,,
wb_1f127ee53cb5d392fe968eb869d01492c69eb6e1f2543962fb898d89be0ad143,true,adjective,,possible,可能,mulig,,,,,,,muligt,mulige,muligere,muligest,den muligeste,,
wb_bda13d39e0cb3629f20f9ae3abbe92dd731c6bdffe50cba8c2e1ad300643d714,true,adjective,,very,非常,veldig,,,,,,,veldigt,veldige,veldigere,veldigest,den veldigeste,,
wb_992f853a05b4aae6e36c5aebc2fb81ce1955702afc33427af8e09397afd087a6,true,adjective,,at the same time,同时,samtidig,,,,,,,samtidigt,samtidige,samtidigere,samtidigest,den samtidigeste,,
wb_9241183a8da23c0aea6197694a6d52c4f662a7ee4936931f6b1693eb119efb4d,true,adjective,,near,附近,nær,,,,,,,nært,nære,nærere,nærest,den næreste,,
wb_6c8d8bd30e517d6a6159f6d11316ba6dc3825960acb4f47a43959a1ba7fd8baf,true,adjective,,often,经常,ofte,,,,,,,ofte,ofte,oftere,oftest,den ofteste,,
wb_96d1e495dcc9c4d86798458467bcce129b7f003e3564846fce5561650047bc26,true,adjective,,heavy,重,svær,,,,,,,svært,svære,sværere,sværest,den sværeste,,
wb_4cc2dcd39ad35207357a8e44ecc47fa3a25c9702df405bbbf4b3d2073a62180c,true,adjective,,vid,视频,vid,,,,,,,vidt,vide,videre,videst,den videste,,
wb_6eb0ecebe22a1c847ec412620c797a7ea20f695816bd3dad1505a811e954af8e,true,adjective,,international,国际,internasjonal,,,,,,,internasjonalt,internasjonale,internasjonalere,internasjonalest,den internasjonaleste,,
wb_4841aeeccc8dd9bd7b0dd10d869c3cee9caa3834177387919520796372d3c580,true,adjective,,good,好,bra,,,,,,,brat,brae,braere,braest,den braeste,,
wb_0f6c049ef6e31c57141e02ef9ff9ae08e373488a666ccbb4d00f19fd9a04aa11,true,adjective,,full,满,full,,,,,,,fullt,fulle,fullere,fullest,den fulleste,,
wb_a973f26dfb2d4b634e1f1a11269d1214e8489e75e7f8fc75a28d013186f4a8ac,true,adjective,,financially,财务上,økonomisk,,,,,,,økonomiskt,økonomiske,økonomiskere,økonomiskest,den økonomiskeste,,
wb_63df6bc547d8eae82313567769ca362f732187360e8cbd7f4a6f9eed61f2d131,true,adjective,,Late,迟到,sen,,,,,,,sent,sene,senere,senest,den seneste,,
wb_bbee0a01aeea3593bd7b8d37de07f312efab800ccc09ef4e103bc3a67ec8c96e,true,adjective,,little,很少,lite,,,,,,,lite,lite,litere,litest,den liteste,,
wb_fd585c22d4c9fe944e4d7fee496e1fa7815df79b81d12382f35c5af0411b5829,true,adjective,,especially,尤其是,særlig,,,,,,,særligt,særlige,særligere,særligest,den særligeste,,
wb_0e255f13ccadadd6fb4c8c8d670f950c47e25647158286cec25840a753188aa9,true,adjective,,young,年轻的,ung,,,,,,,ungt,unge,ungere,ungest,den ungeste,,
wb_f4a4f9d1eeef637038379ffb68ac00437d4dcfc850eb0292ef340e3ab314ce0a,true,adjective,,American,美国,amerikansk,,,,,,,amerikanskt,amerikanske,amerikanskere,amerikanskest,den amerikanskeste,,
wb_929d2b79bbb2670a57b3aa0abc4dee528b59ecad02bf056c1498298841b5e9f4,true,adjective,,bad,坏,dårlig,,,,,,,dårligt,dårlige,dårligere,dårligest,den dårligeste,,
wb_04f7ce8b20873ba72f491f84f3452b2bf4b13b845f995262e109ed01f6fe6355,true,adjective,,special,特别的,spesiell,,,,,,,spesiellt,spesielle,spesiellere,spesiellest,den spesielleste,,
wb_66da42ca5c404ff54001e1095c863390ec8e50c9587f197b10f0183bbee4e6b8,true,adjective,,actually,实际上,faktisk,,,,,,,faktiskt,faktiske,faktiskere,faktiskest,den faktiskeste,,
wb_4089ddd3cfb3bdaafb2bf71789954432ae15a88e9c543b9d037e9c6d919368d3,true,adjective,,safe,安全,sikker,,,,,,,sikkert,sikkere,sikkerere,sikkerest,den sikkereste,,
